ID_Prestamo,Edad,Rango_Edad,Genero,Estado_Civil,Trabajo,Empleo_Desde,Vivienda,Propiedad,Status_Cuenta,Cuenta_Ahorro,Historial_Crediticio,Proposito,Monto_Credito,Duracion_Meses,Tasa_Cuota,Cuota_Mensual,Score_Cliente,Categoria_Score,Rango_Monto,Creditos_Existentes,Personas_Dependientes,Otros_Deudores,Otros_Planes_Cuota,Telefono,Extranjero,Riesgo,Fecha_Solicitud,Anio,Mes,Nombre_Mes,Trimestre,Dia_Semana
772,25,18-25 (Joven),Femenino,Casado/a,Alta gerencia / Autónomo,1 - 4 años,Propia,Sin propiedad conocida,< 0 DM (Sobregiro),< 100 DM,Cuenta crítica / créditos en otros bancos,Educación,8065,36,3,224.03,423,Muy Alto Riesgo (300-500),Grande (5K-10K),2,1,Ninguno,Ninguno,Sí,Sí,Bad,2024-07-23,2024,7,July,3,Tuesday
773,36,36-50 (Adulto),Masculino,Soltero/a,Alta gerencia / Autónomo,>= 7 años,Propia,Auto u otros bienes,Sin cuenta corriente,< 100 DM,Cuenta crítica / créditos en otros bancos,Auto (Usado),3275,21,1,155.95,548,Alto Riesgo (501-600),Mediano (3K-5K),1,1,Ninguno,Ninguno,Sí,Sí,Good,2024-01-07,2024,1,January,1,Sunday
774,52,50+ (Senior),Masculino,Soltero/a,Empleado calificado,>= 7 años,Propia,Seguro de vida / Ahorro,Sin cuenta corriente,100 - 500 DM,Cuenta crítica / créditos en otros bancos,Radio/Televisión,2223,24,4,92.62,589,Alto Riesgo (501-600),Pequeño (1K-3K),2,1,Ninguno,Banco,No,Sí,Good,2025-06-11,2025,6,June,2,Wednesday
775,66,50+ (Senior),Masculino,Soltero/a,Desempleado / No calificado - No residente,Desempleado,Gratuita,Sin propiedad conocida,>= 200 DM (Buen balance),500 - 1000 DM,Cuenta crítica / créditos en otros bancos,Auto (Nuevo),1480,12,2,123.33,468,Muy Alto Riesgo (300-500),Pequeño (1K-3K),3,1,Ninguno,Banco,No,Sí,Good,2025-10-04,2025,10,October,4,Saturday
776,25,18-25 (Joven),Femenino,Casado/a,Empleado calificado,1 - 4 años,Alquiler,Bienes raíces,< 0 DM (Sobregiro),Sin cuenta de ahorro,Créditos existentes pagados puntualmente,Auto (Nuevo),1371,24,4,57.12,532,Alto Riesgo (501-600),Pequeño (1K-3K),1,1,Ninguno,Ninguno,No,Sí,Bad,2023-07-06,2023,7,July,3,Thursday
777,37,36-50 (Adulto),Masculino,Soltero/a,Empleado calificado,4 - 7 años,Propia,Auto u otros bienes,Sin cuenta corriente,< 100 DM,Cuenta crítica / créditos en otros bancos,Auto (Nuevo),3535,36,4,98.19,518,Alto Riesgo (501-600),Mediano (3K-5K),2,1,Ninguno,Ninguno,Sí,Sí,Good,2025-08-20,2025,8,August,3,Wednesday
778,25,18-25 (Joven),Femenino,Casado/a,Empleado calificado,4 - 7 años,Propia,Bienes raíces,< 0 DM (Sobregiro),< 100 DM,Créditos existentes pagados puntualmente,Radio/Televisión,3509,18,4,194.94,602,Riesgo Medio (601-700),Mediano (3K-5K),1,1,Garante,Ninguno,No,Sí,Good,2024-12-13,2024,12,December,4,Friday
779,38,36-50 (Adulto),Masculino,Soltero/a,Alta gerencia / Autónomo,>= 7 años,Propia,Auto u otros bienes,Sin cuenta corriente,>= 1000 DM,Cuenta crítica / créditos en otros bancos,Auto (Usado),5711,36,4,158.64,527,Alto Riesgo (501-600),Grande (5K-10K),2,1,Ninguno,Ninguno,Sí,Sí,Good,2025-04-16,2025,4,April,2,Wednesday
780,67,50+ (Senior),Femenino,Casado/a,Empleado calificado,Desempleado,Propia,Auto u otros bienes,0 - 200 DM (Bajo balance),< 100 DM,Créditos existentes pagados puntualmente,Reparaciones,3872,18,2,215.11,568,Alto Riesgo (501-600),Mediano (3K-5K),1,1,Ninguno,Ninguno,Sí,Sí,Good,2024-11-13,2024,11,November,4,Wednesday
781,25,18-25 (Joven),Masculino,Soltero/a,Empleado calificado,4 - 7 años,Propia,Bienes raíces,0 - 200 DM (Bajo balance),< 100 DM,Cuenta crítica / créditos en otros bancos,Radio/Televisión,4933,39,2,126.49,555,Alto Riesgo (501-600),Mediano (3K-5K),2,1,Garante,Ninguno,No,Sí,Bad,2024-10-19,2024,10,October,4,Saturday
782,60,50+ (Senior),Masculino,Soltero/a,Empleado calificado,>= 7 años,Propia,Bienes raíces,Sin cuenta corriente,>= 1000 DM,Cuenta crítica / créditos en otros bancos,Auto (Nuevo),1940,24,4,80.83,519,Alto Riesgo (501-600),Pequeño (1K-3K),1,1,Ninguno,Ninguno,Sí,Sí,Good,2023-08-03,2023,8,August,3,Thursday
783,31,26-35 (Adulto Joven),Masculino,Soltero/a,No calificado - Residente,1 - 4 años,Propia,Bienes raíces,0 - 200 DM (Bajo balance),< 100 DM,Sin créditos / todos pagados,Recapacitación,1410,12,2,117.5,701,Bajo Riesgo (701-850),Pequeño (1K-3K),1,1,Ninguno,Ninguno,Sí,Sí,Good,2023-11-26,2023,11,November,4,Sunday
784,23,18-25 (Joven),Femenino,Casado/a,No calificado - Residente,< 1 año,Propia,Seguro de vida / Ahorro,0 - 200 DM (Bajo balance),100 - 500 DM,Créditos existentes pagados puntualmente,Auto (Nuevo),836,12,4,69.67,668,Riesgo Medio (601-700),Micro (<1K),1,1,Ninguno,Banco,No,Sí,Bad,2024-11-06,2024,11,November,4,Wednesday
785,60,50+ (Senior),Masculino,Divorciado/a,Alta gerencia / Autónomo,Desempleado,Propia,Bienes raíces,0 - 200 DM (Bajo balance),Sin cuenta de ahorro,Créditos existentes pagados puntualmente,Auto (Usado),6468,20,1,323.4,566,Alto Riesgo (501-600),Grande (5K-10K),1,1,Ninguno,Ninguno,Sí,Sí,Good,2025-04-23,2025,4,April,2,Wednesday
786,35,26-35 (Adulto Joven),Masculino,Soltero/a,No calificado - Residente,1 - 4 años,Propia,Seguro de vida / Ahorro,0 - 200 DM (Bajo balance),>= 1000 DM,Créditos existentes pagados puntualmente,Negocio,1941,18,4,107.83,682,Riesgo Medio (601-700),Pequeño (1K-3K),1,1,Ninguno,Ninguno,Sí,Sí,Good,2025-10-11,2025,10,October,4,Saturday
787,40,36-50 (Adulto),Masculino,Soltero/a,Empleado calificado,>= 7 años,Propia,Auto u otros bienes,Sin cuenta corriente,500 - 1000 DM,Créditos existentes pagados puntualmente,Radio/Televisión,2675,22,3,121.59,675,Riesgo Medio (601-700),Pequeño (1K-3K),1,1,Ninguno,Ninguno,No,Sí,Good,2024-08-13,2024,8,August,3,Tuesday
788,38,36-50 (Adulto),Masculino,Soltero/a,Empleado calificado,>= 7 años,Propia,Auto u otros bienes,Sin cuenta corriente,Sin cuenta de ahorro,Cuenta crítica / créditos en otros bancos,Auto (Usado),2751,48,4,57.31,573,Alto Riesgo (501-600),Pequeño (1K-3K),2,2,Ninguno,Ninguno,Sí,Sí,Good,2025-03-31,2025,3,March,1,Monday
789,50,36-50 (Adulto),Masculino,Soltero/a,Empleado calificado,>= 7 años,Gratuita,Sin propiedad conocida,0 - 200 DM (Bajo balance),< 100 DM,Retraso en pagos pasados,Educación,6224,48,4,129.67,537,Alto Riesgo (501-600),Grande (5K-10K),1,1,Ninguno,Ninguno,No,Sí,Bad,2023-03-17,2023,3,March,1,Friday
790,27,26-35 (Adulto Joven),Masculino,Soltero/a,Empleado calificado,1 - 4 años,Propia,Sin propiedad conocida,< 0 DM (Sobregiro),< 100 DM,Cuenta crítica / créditos en otros bancos,Educación,5998,40,4,149.95,420,Muy Alto Riesgo (300-500),Grande (5K-10K),1,1,Ninguno,Banco,Sí,Sí,Bad,2025-07-20,2025,7,July,3,Sunday
791,39,36-50 (Adulto),Femenino,Casado/a,Empleado calificado,>= 7 años,Propia,Seguro de vida / Ahorro,0 - 200 DM (Bajo balance),< 100 DM,Créditos existentes pagados puntualmente,Negocio,1188,21,2,56.57,732,Bajo Riesgo (701-850),Pequeño (1K-3K),1,2,Ninguno,Ninguno,No,Sí,Bad,2023-06-30,2023,6,June,2,Friday
792,41,36-50 (Adulto),Masculino,Soltero/a,Alta gerencia / Autónomo,>= 7 años,Propia,Auto u otros bienes,Sin cuenta corriente,Sin cuenta de ahorro,Créditos existentes pagados puntualmente,Auto (Usado),6313,24,3,263.04,626,Riesgo Medio (601-700),Grande (5K-10K),1,2,Ninguno,Ninguno,Sí,Sí,Good,2024-10-06,2024,10,October,4,Sunday
793,27,26-35 (Adulto Joven),Masculino,Casado/a,Empleado calificado,1 - 4 años,Propia,Seguro de vida / Ahorro,Sin cuenta corriente,Sin cuenta de ahorro,Cuenta crítica / créditos en otros bancos,Muebles/Equipamiento,1221,6,1,203.5,498,Muy Alto Riesgo (300-500),Pequeño (1K-3K),2,1,Ninguno,Ninguno,No,Sí,Good,2024-05-31,2024,5,May,2,Friday
794,51,50+ (Senior),Masculino,Divorciado/a,Empleado calificado,>= 7 años,Gratuita,Sin propiedad conocida,>= 200 DM (Buen balance),< 100 DM,Créditos existentes pagados puntualmente,Muebles/Equipamiento,2892,24,3,120.5,641,Riesgo Medio (601-700),Pequeño (1K-3K),1,1,Ninguno,Ninguno,No,Sí,Good,2024-10-24,2024,10,October,4,Thursday
795,32,26-35 (Adulto Joven),Masculino,Soltero/a,Empleado calificado,>= 7 años,Alquiler,Sin propiedad conocida,Sin cuenta corriente,500 - 1000 DM,Créditos existentes pagados puntualmente,Muebles/Equipamiento,3062,24,4,127.58,577,Alto Riesgo (501-600),Mediano (3K-5K),1,1,Ninguno,Ninguno,Sí,Sí,Good,2023-08-26,2023,8,August,3,Saturday
796,22,18-25 (Joven),Femenino,Casado/a,Empleado calificado,< 1 año,Alquiler,Seguro de vida / Ahorro,Sin cuenta corriente,100 - 500 DM,Créditos existentes pagados puntualmente,Muebles/Equipamiento,2301,9,2,255.67,541,Alto Riesgo (501-600),Pequeño (1K-3K),1,1,Ninguno,Ninguno,No,Sí,Good,2025-04-07,2025,4,April,2,Monday
797,51,50+ (Senior),Masculino,Soltero/a,Empleado calificado,>= 7 años,Gratuita,Seguro de vida / Ahorro,< 0 DM (Sobregiro),Sin cuenta de ahorro,Créditos existentes pagados puntualmente,Auto (Usado),7511,18,1,417.28,538,Alto Riesgo (501-600),Grande (5K-10K),1,2,Ninguno,Ninguno,Sí,Sí,Bad,2025-11-19,2025,11,November,4,Wednesday
798,22,18-25 (Joven),Femenino,Casado/a,No calificado - Residente,< 1 año,Alquiler,Seguro de vida / Ahorro,Sin cuenta corriente,< 100 DM,Cuenta crítica / créditos en otros bancos,Muebles/Equipamiento,1258,12,2,104.83,470,Muy Alto Riesgo (300-500),Pequeño (1K-3K),2,1,Ninguno,Ninguno,No,Sí,Good,2023-01-03,2023,1,January,1,Tuesday
799,54,50+ (Senior),Masculino,Casado/a,Empleado calificado,>= 7 años,Propia,Auto u otros bienes,Sin cuenta corriente,Sin cuenta de ahorro,Retraso en pagos pasados,Auto (Nuevo),717,24,4,29.88,590,Alto Riesgo (501-600),Micro (<1K),2,1,Ninguno,Ninguno,Sí,Sí,Good,2025-08-04,2025,8,August,3,Monday
800,35,26-35 (Adulto Joven),Masculino,Soltero/a,Desempleado / No calificado - No residente,< 1 año,Propia,Bienes raíces,0 - 200 DM (Bajo balance),Sin cuenta de ahorro,Créditos existentes pagados puntualmente,Auto (Nuevo),1549,9,4,172.11,620,Riesgo Medio (601-700),Pequeño (1K-3K),1,1,Ninguno,Ninguno,No,Sí,Good,2025-04-26,2025,4,April,2,Saturday
801,54,50+ (Senior),Masculino,Soltero/a,Empleado calificado,>= 7 años,Gratuita,Sin propiedad conocida,Sin cuenta corriente,< 100 DM,Cuenta crítica / créditos en otros bancos,Educación,1597,24,4,66.54,528,Alto Riesgo (501-600),Pequeño (1K-3K),2,2,Ninguno,Ninguno,No,Sí,Good,2023-04-22,2023,4,April,2,Saturday
802,48,36-50 (Adulto),Femenino,Casado/a,No calificado - Residente,>= 7 años,Alquiler,Bienes raíces,0 - 200 DM (Bajo balance),< 100 DM,Cuenta crítica / créditos en otros bancos,Radio/Televisión,1795,18,3,99.72,544,Alto Riesgo (501-600),Pequeño (1K-3K),2,1,Garante,Banco,Sí,Sí,Good,2024-01-20,2024,1,January,1,Saturday
803,24,18-25 (Joven),Femenino,Casado/a,Empleado calificado,>= 7 años,Propia,Seguro de vida / Ahorro,< 0 DM (Sobregiro),< 100 DM,Cuenta crítica / créditos en otros bancos,Muebles/Equipamiento,4272,20,1,213.6,482,Muy Alto Riesgo (300-500),Mediano (3K-5K),2,1,Ninguno,Ninguno,No,Sí,Good,2025-11-27,2025,11,November,4,Thursday
804,35,26-35 (Adulto Joven),Masculino,Soltero/a,Empleado calificado,>= 7 años,Propia,Auto u otros bienes,Sin cuenta corriente,Sin cuenta de ahorro,Cuenta crítica / créditos en otros bancos,Radio/Televisión,976,12,4,81.33,546,Alto Riesgo (501-600),Micro (<1K),2,1,Ninguno,Ninguno,No,Sí,Good,2025-01-10,2025,1,January,1,Friday
805,24,18-25 (Joven),Femenino,Casado/a,Desempleado / No calificado - No residente,Desempleado,Alquiler,Bienes raíces,0 - 200 DM (Bajo balance),Sin cuenta de ahorro,Créditos existentes pagados puntualmente,Auto (Nuevo),7472,12,1,622.67,466,Muy Alto Riesgo (300-500),Grande (5K-10K),1,1,Ninguno,Ninguno,No,Sí,Good,2025-10-17,2025,10,October,4,Friday
806,24,18-25 (Joven),Masculino,Soltero/a,Empleado calificado,4 - 7 años,Propia,Auto u otros bienes,< 0 DM (Sobregiro),< 100 DM,Créditos existentes pagados puntualmente,Auto (Nuevo),9271,36,2,257.53,570,Alto Riesgo (501-600),Grande (5K-10K),1,1,Ninguno,Ninguno,Sí,Sí,Bad,2025-06-24,2025,6,June,2,Tuesday
807,26,26-35 (Adulto Joven),Masculino,Casado/a,No calificado - Residente,< 1 año,Propia,Bienes raíces,0 - 200 DM (Bajo balance),< 100 DM,Créditos existentes pagados puntualmente,Radio/Televisión,590,6,3,98.33,656,Riesgo Medio (601-700),Micro (<1K),1,1,Ninguno,Ninguno,No,No,Good,2023-04-16,2023,4,April,2,Sunday
808,65,50+ (Senior),Masculino,Soltero/a,Empleado calificado,>= 7 años,Propia,Bienes raíces,Sin cuenta corriente,Sin cuenta de ahorro,Cuenta crítica / créditos en otros bancos,Radio/Televisión,930,12,4,77.5,545,Alto Riesgo (501-600),Micro (<1K),4,1,Ninguno,Ninguno,No,Sí,Good,2024-02-21,2024,2,February,1,Wednesday
809,55,50+ (Senior),Masculino,Soltero/a,Alta gerencia / Autónomo,Desempleado,Gratuita,Sin propiedad conocida,0 - 200 DM (Bajo balance),< 100 DM,Todos créditos pagados en este banco,Auto (Usado),9283,42,1,221.02,547,Alto Riesgo (501-600),Grande (5K-10K),1,1,Ninguno,Banco,Sí,Sí,Good,2024-06-30,2024,6,June,2,Sunday
810,26,26-35 (Adulto Joven),Femenino,Casado/a,Desempleado / No calificado - No residente,< 1 año,Alquiler,Bienes raíces,0 - 200 DM (Bajo balance),< 100 DM,Sin créditos / todos pagados,Auto (Nuevo),1778,15,2,118.53,593,Alto Riesgo (501-600),Pequeño (1K-3K),2,1,Ninguno,Ninguno,No,Sí,Bad,2023-09-26,2023,9,September,3,Tuesday
811,26,26-35 (Adulto Joven),Masculino,Casado/a,Empleado calificado,< 1 año,Propia,Bienes raíces,0 - 200 DM (Bajo balance),< 100 DM,Créditos existentes pagados puntualmente,Negocio,907,8,3,113.38,614,Riesgo Medio (601-700),Micro (<1K),1,1,Ninguno,Ninguno,Sí,Sí,Good,2024-08-12,2024,8,August,3,Monday
812,28,26-35 (Adulto Joven),Masculino,Casado/a,No calificado - Residente,4 - 7 años,Propia,Bienes raíces,0 - 200 DM (Bajo balance),< 100 DM,Créditos existentes pagados puntualmente,Radio/Televisión,484,6,3,80.67,686,Riesgo Medio (601-700),Micro (<1K),1,1,Garante,Banco,No,Sí,Good,2025-06-16,2025,6,June,2,Monday
813,24,18-25 (Joven),Masculino,Soltero/a,Empleado calificado,4 - 7 años,Propia,Auto u otros bienes,< 0 DM (Sobregiro),< 100 DM,Cuenta crítica / créditos en otros bancos,Auto (Usado),9629,36,4,267.47,503,Alto Riesgo (501-600),Grande (5K-10K),2,1,Ninguno,Ninguno,Sí,Sí,Bad,2025-09-19,2025,9,September,3,Friday
814,54,50+ (Senior),Masculino,Soltero/a,Empleado calificado,1 - 4 años,Propia,Auto u otros bienes,< 0 DM (Sobregiro),< 100 DM,Créditos existentes pagados puntualmente,Electrodomésticos,3051,48,3,63.56,625,Riesgo Medio (601-700),Mediano (3K-5K),1,1,Ninguno,Ninguno,No,Sí,Bad,2023-09-06,2023,9,September,3,Wednesday
815,46,36-50 (Adulto),Masculino,Soltero/a,Empleado calificado,4 - 7 años,Gratuita,Sin propiedad conocida,< 0 DM (Sobregiro),< 100 DM,Créditos existentes pagados puntualmente,Auto (Nuevo),3931,48,4,81.9,610,Riesgo Medio (601-700),Mediano (3K-5K),1,2,Ninguno,Ninguno,No,Sí,Bad,2023-03-01,2023,3,March,1,Wednesday
816,54,50+ (Senior),Femenino,Casado/a,Empleado calificado,1 - 4 años,Alquiler,Seguro de vida / Ahorro,0 - 200 DM (Bajo balance),< 100 DM,Retraso en pagos pasados,Auto (Nuevo),7432,36,2,206.44,445,Muy Alto Riesgo (300-500),Grande (5K-10K),1,1,Ninguno,Ninguno,No,Sí,Good,2024-05-05,2024,5,May,2,Sunday
817,62,50+ (Senior),Masculino,Divorciado/a,Empleado calificado,1 - 4 años,Propia,Bienes raíces,Sin cuenta corriente,500 - 1000 DM,Créditos existentes pagados puntualmente,Electrodomésticos,1338,6,1,223.0,618,Riesgo Medio (601-700),Pequeño (1K-3K),1,1,Ninguno,Ninguno,No,Sí,Good,2023-11-21,2023,11,November,4,Tuesday
818,24,18-25 (Joven),Femenino,Casado/a,Empleado calificado,4 - 7 años,Alquiler,Auto u otros bienes,Sin cuenta corriente,< 100 DM,Cuenta crítica / créditos en otros bancos,Radio/Televisión,1554,6,1,259.0,466,Muy Alto Riesgo (300-500),Pequeño (1K-3K),2,1,Ninguno,Ninguno,Sí,Sí,Good,2024-09-28,2024,9,September,3,Saturday
819,43,36-50 (Adulto),Masculino,Divorciado/a,Alta gerencia / Autónomo,Desempleado,Propia,Auto u otros bienes,< 0 DM (Sobregiro),< 100 DM,Créditos existentes pagados puntualmente,Otros,15857,36,2,440.47,492,Muy Alto Riesgo (300-500),Muy Grande (>10K),1,1,Co-solicitante,Ninguno,No,Sí,Good,2023-01-29,2023,1,January,1,Sunday
820,26,26-35 (Adulto Joven),Masculino,Casado/a,Empleado calificado,1 - 4 años,Propia,Bienes raíces,< 0 DM (Sobregiro),< 100 DM,Créditos existentes pagados puntualmente,Radio/Televisión,1345,18,4,74.72,651,Riesgo Medio (601-700),Pequeño (1K-3K),1,1,Ninguno,Banco,No,Sí,Bad,2025-04-15,2025,4,April,2,Tuesday
821,27,26-35 (Adulto Joven),Masculino,Casado/a,Empleado calificado,1 - 4 años,Propia,Bienes raíces,Sin cuenta corriente,< 100 DM,Créditos existentes pagados puntualmente,Auto (Nuevo),1101,12,3,91.75,624,Riesgo Medio (601-700),Pequeño (1K-3K),2,1,Ninguno,Ninguno,Sí,Sí,Good,2023-07-10,2023,7,July,3,Monday
822,24,18-25 (Joven),Masculino,Casado/a,Empleado calificado,1 - 4 años,Propia,Auto u otros bienes,>= 200 DM (Buen balance),< 100 DM,Créditos existentes pagados puntualmente,Radio/Televisión,3016,12,3,251.33,712,Bajo Riesgo (701-850),Mediano (3K-5K),1,1,Ninguno,Ninguno,No,Sí,Good,2024-04-05,2024,4,April,2,Friday
823,41,36-50 (Adulto),Masculino,Soltero/a,Empleado calificado,>= 7 años,Propia,Seguro de vida / Ahorro,< 0 DM (Sobregiro),< 100 DM,Créditos existentes pagados puntualmente,Muebles/Equipamiento,2712,36,2,75.33,728,Bajo Riesgo (701-850),Pequeño (1K-3K),1,2,Ninguno,Banco,No,Sí,Bad,2023-08-21,2023,8,August,3,Monday
824,47,36-50 (Adulto),Masculino,Soltero/a,No calificado - Residente,>= 7 años,Propia,Bienes raíces,< 0 DM (Sobregiro),< 100 DM,Cuenta crítica / créditos en otros bancos,Auto (Nuevo),731,8,4,91.38,529,Alto Riesgo (501-600),Micro (<1K),2,1,Ninguno,Ninguno,No,Sí,Good,2025-08-03,2025,8,August,3,Sunday
825,35,26-35 (Adulto Joven),Masculino,Divorciado/a,Alta gerencia / Autónomo,< 1 año,Propia,Auto u otros bienes,Sin cuenta corriente,< 100 DM,Cuenta crítica / créditos en otros bancos,Muebles/Equipamiento,3780,18,3,210.0,446,Muy Alto Riesgo (300-500),Mediano (3K-5K),2,1,Ninguno,Ninguno,Sí,Sí,Good,2023-08-29,2023,8,August,3,Tuesday
826,30,26-35 (Adulto Joven),Masculino,Casado/a,Empleado calificado,>= 7 años,Propia,Auto u otros bienes,< 0 DM (Sobregiro),< 100 DM,Cuenta crítica / créditos en otros bancos,Auto (Nuevo),1602,21,4,76.29,583,Alto Riesgo (501-600),Pequeño (1K-3K),2,1,Ninguno,Ninguno,Sí,Sí,Good,2023-11-12,2023,11,November,4,Sunday
827,33,26-35 (Adulto Joven),Femenino,Casado/a,Empleado calificado,>= 7 años,Alquiler,Bienes raíces,< 0 DM (Sobregiro),< 100 DM,Cuenta crítica / créditos en otros bancos,Auto (Nuevo),3966,18,1,220.33,487,Muy Alto Riesgo (300-500),Mediano (3K-5K),3,1,Ninguno,Banco,Sí,Sí,Bad,2025-10-17,2025,10,October,4,Friday
828,36,36-50 (Adulto),Masculino,Soltero/a,Empleado calificado,1 - 4 años,Propia,Auto u otros bienes,Sin cuenta corriente,< 100 DM,Sin créditos / todos pagados,Negocio,4165,18,2,231.39,604,Riesgo Medio (601-700),Mediano (3K-5K),2,2,Ninguno,Tiendas,No,Sí,Bad,2024-08-20,2024,8,August,3,Tuesday
829,47,36-50 (Adulto),Masculino,Soltero/a,Empleado calificado,>= 7 años,Gratuita,Sin propiedad conocida,< 0 DM (Sobregiro),Sin cuenta de ahorro,Créditos existentes pagados puntualmente,Auto (Usado),8335,36,3,231.53,527,Alto Riesgo (501-600),Grande (5K-10K),1,1,Ninguno,Ninguno,No,Sí,Bad,2025-11-08,2025,11,November,4,Saturday
830,38,36-50 (Adulto),Masculino,Soltero/a,Empleado calificado,1 - 4 años,Gratuita,Sin propiedad conocida,0 - 200 DM (Bajo balance),Sin cuenta de ahorro,Retraso en pagos pasados,Negocio,6681,48,4,139.19,491,Muy Alto Riesgo (300-500),Grande (5K-10K),1,2,Ninguno,Ninguno,Sí,Sí,Good,2024-07-13,2024,7,July,3,Saturday
831,44,36-50 (Adulto),Masculino,Soltero/a,Empleado calificado,1 - 4 años,Propia,Auto u otros bienes,Sin cuenta corriente,500 - 1000 DM,Retraso en pagos pasados,Negocio,2375,24,4,98.96,509,Alto Riesgo (501-600),Pequeño (1K-3K),2,2,Ninguno,Ninguno,Sí,Sí,Good,2025-04-30,2025,4,April,2,Wednesday
832,23,18-25 (Joven),Femenino,Casado/a,Empleado calificado,< 1 año,Alquiler,Auto u otros bienes,< 0 DM (Sobregiro),< 100 DM,Créditos existentes pagados puntualmente,Auto (Nuevo),1216,18,4,67.56,522,Alto Riesgo (501-600),Pequeño (1K-3K),1,1,Ninguno,Ninguno,Sí,Sí,Bad,2025-09-15,2025,9,September,3,Monday
833,29,26-35 (Adulto Joven),Masculino,Soltero/a,Empleado calificado,>= 7 años,Alquiler,Auto u otros bienes,< 0 DM (Sobregiro),< 100 DM,Sin créditos / todos pagados,Negocio,11816,45,2,262.58,569,Alto Riesgo (501-600),Muy Grande (>10K),2,1,Ninguno,Ninguno,No,Sí,Bad,2025-08-25,2025,8,August,3,Monday
834,42,36-50 (Adulto),Femenino,Casado/a,Empleado calificado,>= 7 años,Propia,Auto u otros bienes,0 - 200 DM (Bajo balance),Sin cuenta de ahorro,Créditos existentes pagados puntualmente,Radio/Televisión,5084,24,2,211.83,636,Riesgo Medio (601-700),Grande (5K-10K),1,1,Ninguno,Ninguno,Sí,Sí,Good,2024-05-14,2024,5,May,2,Tuesday
835,25,18-25 (Joven),Femenino,Casado/a,No calificado - Residente,< 1 año,Propia,Bienes raíces,>= 200 DM (Buen balance),< 100 DM,Créditos existentes pagados puntualmente,Radio/Televisión,2327,15,2,155.13,668,Riesgo Medio (601-700),Pequeño (1K-3K),1,1,Ninguno,Ninguno,No,Sí,Bad,2025-07-24,2025,7,July,3,Thursday
836,48,36-50 (Adulto),Masculino,Soltero/a,Empleado calificado,1 - 4 años,Propia,Auto u otros bienes,< 0 DM (Sobregiro),< 100 DM,Sin créditos / todos pagados,Auto (Nuevo),1082,12,4,90.17,667,Riesgo Medio (601-700),Pequeño (1K-3K),2,1,Ninguno,Banco,No,Sí,Bad,2023-10-24,2023,10,October,4,Tuesday
837,21,18-25 (Joven),Femenino,Casado/a,Empleado calificado,1 - 4 años,Propia,Auto u otros bienes,Sin cuenta corriente,Sin cuenta de ahorro,Créditos existentes pagados puntualmente,Radio/Televisión,886,12,4,73.83,686,Riesgo Medio (601-700),Micro (<1K),1,1,Ninguno,Ninguno,No,Sí,Good,2025-02-24,2025,2,February,1,Monday
838,23,18-25 (Joven),Femenino,Casado/a,No calificado - Residente,< 1 año,Alquiler,Bienes raíces,Sin cuenta corriente,< 100 DM,Créditos existentes pagados puntualmente,Muebles/Equipamiento,601,4,1,150.25,510,Alto Riesgo (501-600),Micro (<1K),1,2,Ninguno,Ninguno,No,Sí,Good,2024-01-26,2024,1,January,1,Friday
839,63,50+ (Senior),Masculino,Soltero/a,Empleado calificado,>= 7 años,Propia,Seguro de vida / Ahorro,< 0 DM (Sobregiro),< 100 DM,Cuenta crítica / créditos en otros bancos,Auto (Usado),2957,24,4,123.21,539,Alto Riesgo (501-600),Pequeño (1K-3K),2,1,Ninguno,Ninguno,Sí,Sí,Good,2025-11-06,2025,11,November,4,Thursday
840,46,36-50 (Adulto),Masculino,Casado/a,Empleado calificado,>= 7 años,Propia,Bienes raíces,Sin cuenta corriente,< 100 DM,Cuenta crítica / créditos en otros bancos,Radio/Televisión,2611,24,4,108.79,523,Alto Riesgo (501-600),Pequeño (1K-3K),2,1,Co-solicitante,Ninguno,No,Sí,Good,2023-10-07,2023,10,October,4,Saturday
841,29,26-35 (Adulto Joven),Masculino,Soltero/a,Empleado calificado,4 - 7 años,Propia,Seguro de vida / Ahorro,< 0 DM (Sobregiro),< 100 DM,Créditos existentes pagados puntualmente,Muebles/Equipamiento,5179,36,4,143.86,608,Riesgo Medio (601-700),Grande (5K-10K),1,1,Ninguno,Ninguno,No,Sí,Bad,2023-05-23,2023,5,May,2,Tuesday
842,28,26-35 (Adulto Joven),Masculino,Soltero/a,No calificado - Residente,1 - 4 años,Propia,Bienes raíces,Sin cuenta corriente,< 100 DM,Retraso en pagos pasados,Auto (Usado),2993,21,3,142.52,540,Alto Riesgo (501-600),Pequeño (1K-3K),2,1,Ninguno,Tiendas,No,Sí,Good,2024-07-19,2024,7,July,3,Friday
843,23,18-25 (Joven),Femenino,Casado/a,Empleado calificado,< 1 año,Propia,Bienes raíces,Sin cuenta corriente,< 100 DM,Créditos existentes pagados puntualmente,Reparaciones,1943,18,4,107.94,546,Alto Riesgo (501-600),Pequeño (1K-3K),1,1,Ninguno,Ninguno,No,Sí,Bad,2025-04-29,2025,4,April,2,Tuesday
844,50,36-50 (Adulto),Masculino,Soltero/a,Empleado calificado,4 - 7 años,Propia,Auto u otros bienes,Sin cuenta corriente,< 100 DM,Todos créditos pagados en este banco,Negocio,1559,24,4,64.96,691,Riesgo Medio (601-700),Pequeño (1K-3K),1,1,Ninguno,Banco,Sí,Sí,Good,2024-11-27,2024,11,November,4,Wednesday
